,Word,Tag,Score,avg
4585,inevitably,r,-0.183756653,-0.183756653
4586,inexperience,n,0.31712,0.31712
4587,infallibility,n,2.48832,2.48832
4588,infamy,n,0.31712,0.31712
4589,infantile_fixation,n,0.31712,0.31712
4590,infect,v,-3.97664,-3.97664
4591,infection,n,-2.48832,-2.48832
4592,infer,v,5.46496,5.46496
4593,inference,n,2.48832,2.48832
4594,inferiority,n,-3.97664,-3.97664
4595,infernal_region,n,0.31712,0.31712
4596,inferno,n,0.06208,0.06208
4597,infest,v,-5.46496,-5.46496
4598,infestation,n,0.31712,0.31712
4599,infidelity,n,0.31712,0.31712
4600,infiltration,n,-2.48832,-2.48832
4601,inflame,v,-2.48832,-2.48832
4602,inflaming,n,-0.28622848,-0.28622848
4603,inflammation,n,-0.464835584,-0.464835584
4604,inflation,n,-2.48832,-2.48832
4605,inflict,v,-3.97664,-3.97664
4606,infliction,n,0.95136,0.95136
4607,inform,v,2.48832,2.48832
4608,informer,n,0.31712,0.31712
4609,infract,v,1.5856,1.5856
4610,infraction,n,-8.079640576,-8.079640576
4611,infringe,v,0.63424,0.63424
4612,infringement,n,-9.495568691,-9.495568691
4613,infuriate,v,-3.494833459,-3.494833459
4614,infuse,v,0.014781058,0.014781058
4615,ingeniousness,n,-0.416102912,-0.416102912
4616,ingenuity,n,2.24741673,2.24741673
4617,ingenuousness,n,-0.599009792,-0.599009792
4618,ingrain,v,-0.347602326,-0.347602326
4619,ingratitude,n,-3.97664,-3.97664
4620,ingroup,n,0.375532032,0.375532032
4621,inhalant,n,-0.28622848,-0.28622848
4622,inhalation,n,-0.464835584,-0.464835584
4623,inhale,v,-0.690463232,-0.690463232
4624,inherit,v,2.48832,2.48832
4625,inhibit,v,-2.48832,-2.48832
4626,inhibition,n,-5.46496,-5.46496
4627,inhuman,a,0.364775936,0.364775936
4628,inhuman_treatment,n,0.31712,0.31712
4629,inhume,v,0.31712,0.31712
4630,iniquity,n,1.26848,1.26848
4631,injunction,n,-2.48832,-2.48832
4632,injure,v,-5.46496,-5.46496
4633,injured_party,n,0.31712,0.31712
4634,injury,n,-8.4416,-8.4416
4635,inmate,n,0.31712,0.31712
4636,innate,a,-0.31712,-0.31712
4637,inner_circle,n,0.014197146,0.014197146
4638,innervation,n,0.31712,0.31712
4639,innocence,n,5.091598234,5.091598234
4640,innovate,v,2.48832,2.48832
4641,inordinateness,n,0.31712,0.31712
4642,input,n,-0.232417792,-0.232417792
4643,input_signal,n,0.218220646,0.218220646
4644,inquietude,n,0.31712,0.31712
4645,insanely,r,0.31712,0.31712
4646,insaneness,n,0.31712,0.31712
4647,inscription,n,-0.31712,-0.31712
4648,insect_bite,n,0.31712,0.31712
4649,insecure,a,0.31712,0.31712
4650,insecurity,n,-2.48832,-2.48832
4651,insensate,a,-0.026569318,-0.026569318
4652,insensitiveness,n,0.14311424,0.14311424
4653,insensitivity,n,0.232417792,0.232417792
4654,insentient,a,-0.05187326,-0.05187326
4655,insight,n,2.48832,2.48832
4656,insincerity,n,0.31712,0.31712
4657,insinuate,v,-2.48832,-2.48832
4658,insolence,n,-3.97664,-3.97664
4659,inspiration,n,3.97664,3.97664
4660,inspire,v,6.513688986,6.513688986
4661,instability,n,-3.97664,-3.97664
4662,instal,v,-0.31712,-0.31712
4663,instantaneously,r,-0.375532032,-0.375532032
4664,instantly,r,-0.014197146,-0.014197146
4665,instil,v,-0.030482326,-0.030482326
4666,instill,v,0.075815219,0.075815219
4667,instinctive,a,-0.31712,-0.31712
4668,institutionalise,v,0.375532032,0.375532032
4669,institutionalize,v,0.014197146,0.014197146
4670,instruction_manual,n,-0.14311424,-0.14311424
4671,instructions,n,-0.232417792,-0.232417792
4672,insufficiency,n,-3.97664,-3.97664
4673,insularism,n,0.375532032,0.375532032
4674,insularity,n,0.014197146,0.014197146
4675,insulate,v,0.507556352,0.507556352
4677,insult,v,-2.48832,-1.0856
4678,insurgent,n,0.607949824,0.607949824
4679,insurrectionist,n,-0.204023501,-0.204023501
4680,intake,n,-0.63424,-0.63424
4681,integrity,n,3.97664,3.97664
4682,intellect,n,7.461513216,7.461513216
4684,intellectual,n,7.753815859,5.1210679295
4685,intelligence,n,3.97664,3.97664
4686,intelligence_activity,n,-0.375532032,-0.375532032
4687,intelligence_agency,n,-0.375532032,-0.375532032
4688,intelligence_information,n,-0.31712,-0.31712
4689,intelligence_operation,n,-0.014197146,-0.014197146
4690,intelligence_service,n,-0.014197146,-0.014197146
4691,intemperance,n,0.232417792,0.232417792
4692,intemperately,r,0.31712,0.31712
4693,intemperateness,n,-0.218220646,-0.218220646
4694,inter,v,0.31712,0.31712
4695,inter-group_communication,n,-0.31712,-0.31712
4696,intercede,v,4.991911936,4.991911936
4697,intercept,v,0.31712,0.31712
4698,intercession,n,0.31712,0.31712
4699,intercommunicate,v,-0.31712,-0.31712
4700,interdict,v,0.95136,0.95136
4701,interest,v,0.31168,0.31168
4702,interfere,v,-1.0708992,-1.0708992
4703,interference,n,-8.4416,-8.4416
4704,interject,v,-0.32256,-0.32256
4705,interlace,v,-0.14311424,-0.14311424
4706,interlock,v,-0.232417792,-0.232417792
4707,interloper,n,0.31712,0.31712
4708,intermediate,v,-1.497970483,-1.497970483
4709,intermission,n,0.63424,0.63424
4710,intermit,v,0.31712,0.31712
4711,internment,n,0.31712,0.31712
4712,interpellation,n,0.159505531,0.159505531
4713,interpolation,n,0.039698121,0.039698121
4714,interpose,v,0.79405056,0.79405056
4715,interposition,n,0.183756653,0.183756653
4716,interrupt,v,-6.95328,-6.95328
4717,interruption,n,-5.46496,-5.46496
4718,intervention,n,-3.97664,-3.97664
4719,intimacy,n,6.95328,6.95328
4720,intimate,n,-0.31712,0.0
4722,intimately,r,-0.31712,-0.31712
4723,intimidate,v,-2.48832,-2.48832
4724,intoxicate,v,-1.0,-1.0
4725,intricacy,n,-0.31712,-0.31712
4726,intrigue,v,1.0,1.0
4727,introductory,a,-0.31712,-0.31712
4728,intromit,v,-0.31712,-0.31712
4729,intrude,v,-5.083365376,-5.083365376
4730,intrude_on,v,0.599009792,0.599009792
4731,intruder,n,-2.48832,-2.48832
4732,intrusion,n,-5.46496,-5.46496
4733,inunct,v,-0.31712,-0.31712
4734,inundate,v,-2.48832,-2.48832
4735,inundation,n,0.63424,0.63424
4736,invade,v,-5.091598234,-5.091598234
4737,invalid,v,0.31712,0.31712
4738,invalidate,v,0.95136,0.95136
4739,inveigle,v,-0.31712,-0.31712
4740,inventiveness,n,-0.31712,-0.31712
4741,inventor,n,2.48832,2.48832
4742,invidia,n,0.31712,0.31712
4743,invigorate,v,-0.95136,-0.95136
4744,inviolable,a,-0.232417792,-0.232417792
4745,inviolate,a,0.218220646,0.218220646
4746,invitation,n,2.48832,2.48832
4747,invite,v,3.97664,3.97664
4748,invoke,v,-0.31712,-0.31712
4749,involuntariness,n,0.31712,0.31712
4750,involution,n,-0.31712,-0.31712
4751,ira,n,0.751064064,0.751064064
4752,ire,n,0.028394291,0.028394291
4753,irk,v,-2.48832,-2.48832
4754,iron,n,-2.48832,-2.48832
4755,irons,n,0.497664,0.497664
4756,irony,n,-3.97664,-3.97664
4757,irradiate,v,-0.31712,-0.31712
4758,irregular,n,0.31712,0.31712
4759,irregularity,n,-2.48832,-2.48832
4760,irrelevance,n,0.232417792,0.232417792
4761,irrelevancy,n,-0.218220646,-0.218220646
4762,irresistible_impulse,n,0.31712,0.31712
4763,irrespective,r,0.31712,0.31712
4764,irresponsibility,n,0.232417792,0.232417792
4765,irresponsibleness,n,-0.218220646,-0.218220646
4766,irreverence,n,0.63424,0.63424
4767,irritability,n,0.31712,0.31712
4768,irritate,v,0.95136,0.95136
4769,irritation,n,-12.90656,-12.90656
4770,irrupt,v,1.173321011,1.173321011
4771,irruption,n,0.31712,0.31712
4772,isolate,v,-3.669507482,-3.669507482
4773,isotropy,n,-0.31712,-0.31712
4774,itch,v,0.31712,0.31712
4775,jab,v,0.63424,0.63424
4776,jabber,v,-0.31712,-0.31712
4777,jactitate,v,0.63424,0.63424
4779,jade,v,0.63424,0.396009216
4780,jade_green,n,-0.18434775,-0.18434775
4781,jadestone,n,-0.18434775,-0.18434775
4783,jail,v,-4.991911936,-3.661274624
4784,jailhouse,n,0.499323494,0.499323494
4786,jam,v,1.3052032,1.001228288
4787,jamming,n,-0.654661939,-0.654661939
4788,jampack,v,-0.85868544,-0.85868544
4789,jape,n,-0.63424,-0.63424
4790,jar,v,-5.174818816,-5.174818816
4791,jaundice,n,0.63424,0.63424
4792,jaw,v,0.95136,0.95136
4793,jazz,v,0.31712,0.31712
4795,jeer,v,-3.97664,-1.800553984
4796,jeering,n,0.014197146,0.014197146
4797,jeopardise,v,1.339762176,1.339762176
4798,jeopardize,v,-6.164340941,-6.164340941
4799,jeopardy,n,-5.46496,-5.46496
4801,jerk,v,-3.97664,-3.0214111275
4802,jerked_meat,n,0.572060748,0.572060748
4803,jerking,n,0.50375733,0.50375733
4804,jerky,n,0.118640914,0.118640914
4806,jest,v,5.719760384,2.542760192
4807,jest_at,v,0.31712,0.31712
4808,jester,n,0.31712,0.31712
4809,jib,v,0.232417792,0.232417792
4810,jibe,v,-0.218220646,-0.218220646
4811,jimmy,v,0.31712,0.31712
4813,jinx,v,-0.31712,-0.042351104
4814,jitteriness,n,0.31712,0.31712
4815,jockey,v,0.31712,0.31712
4816,jocoseness,n,-0.0422912,-0.0422912
4817,jocosity,n,-0.09874432,-0.09874432
4818,jocularity,n,-0.265824256,-0.265824256
4819,jocundity,n,0.189918003,0.189918003
4820,jog,v,0.31712,0.31712
4821,john,n,0.31712,0.31712
4822,join_forces,v,-0.63424,-0.63424
4824,joke,v,6.663712461,4.462797261
4825,jollify,v,-0.31712,-0.31712
4826,jolly,r,3.97664,1.800553984
4828,jolly_along,v,-0.375532032,-0.375532032
4829,jolly_up,v,-0.014197146,-0.014197146
4831,jolt,v,0.848671539,0.7283106815
4832,jonah,n,-0.218220646,-0.218220646
4833,josh,v,-0.014197146,-0.014197146
4834,jostle,v,0.31712,0.31712
4835,jot,n,0.232417792,0.232417792
4836,jotting,n,-0.218220646,-0.218220646
4837,jounce,n,-0.204023501,-0.204023501
4838,joy,n,4.932656503,2.1492082515
4840,joyfulness,n,-0.891290951,-0.891290951
4841,joyousness,n,-0.366465188,-0.366465188
4842,jubilance,n,-0.542465836,-0.542465836
4843,jubilancy,n,-0.027055303,-0.027055303
4844,jubilantly,r,-0.31712,-0.31712
4845,jubilate,v,-0.95136,-0.95136
4846,jubilation,n,-0.094246158,-0.094246158
4847,jubilee,n,2.48832,2.48832
4848,judgement,n,-0.315556864,-0.315556864
4849,judging,n,0.368695501,0.368695501
4850,judicial_decision,n,0.368695501,0.368695501
4851,judicious,a,-0.31712,-0.31712
4852,judiciousness,n,-0.31712,-0.31712
4853,jug,v,1.497970483,1.497970483
4854,jumbal,n,0.14311424,0.14311424
4856,jumble,v,0.31712,0.274768896
4857,jump_for_joy,v,-0.31712,-0.31712
4858,jumpiness,n,0.31712,0.31712
4859,junction,n,-0.31712,-0.31712
4860,junk,n,-2.48832,-2.48832
4861,junket,v,-0.232417792,-0.232417792
4862,junketeer,v,0.218220646,0.218220646
4863,junkie,n,0.751064064,0.751064064
4864,junky,n,0.028394291,0.028394291
4865,jurisprudence,n,-0.31712,-0.31712
4866,jurist,n,-0.389779456,-0.389779456
4867,just,a,2.48832,2.409478656
4869,just_now,r,-0.499323494,-0.499323494
4870,justice,n,2.104981914,2.104981914
4871,justification,n,2.48832,2.48832
4872,justify,v,5.46496,5.46496
4873,justness,n,-0.450925036,-0.450925036
4874,jut,n,-0.232417792,-0.232417792
4875,jutting,n,0.218220646,0.218220646
4876,juvenile_delinquency,n,0.31712,0.31712
4877,katzenjammer,n,0.31712,0.31712
4878,keel,v,0.31712,0.31712
4879,keen,v,0.31712,0.31712
4880,keenness,n,-0.31712,-0.31712
4881,keep_apart,v,0.63424,0.63424
4882,keep_back,v,0.31712,0.31712
4883,keep_down,v,0.63424,0.63424
4884,keep_in_line,v,0.31712,0.31712
4885,keep_off,v,0.31712,0.31712
4886,keep_open,v,-0.31712,-0.31712
4887,keep_out,v,0.31712,0.31712
4888,keep_up,v,-0.31712,-0.31712
4889,keister,n,0.31712,0.31712
4890,ken,n,-0.31712,-0.31712
4891,kerfuffle,n,0.95136,0.95136
4892,kettle_of_fish,n,0.95136,0.95136
4893,key,v,-0.375532032,-0.375532032
4894,key_out,v,-0.014197146,-0.014197146
4895,keystone,n,-0.31712,-0.31712
4896,kibosh,v,0.31712,0.31712
4898,kick,v,-4.737939456,-2.823243008
4899,kick_back,v,1.178089779,1.178089779
4900,kick_down,v,-0.14311424,-0.14311424
4901,kick_downstairs,v,0.31712,0.31712
4902,kick_in,v,-0.232417792,-0.232417792
4903,kick_off,v,-0.31712,-0.31712
4904,kick_out,v,0.63424,0.63424
4905,kick_the_bucket,v,1.5856,1.5856
4906,kick_up,v,0.31712,0.31712
4907,kick_upstairs,v,-0.63424,-0.63424
4908,kicking,n,0.324649472,0.324649472
4909,kickoff,n,-0.63424,-0.63424
4910,kickshaw,n,-0.63424,-0.63424
4911,kid,v,2.48832,2.48832
4912,kidnap,v,-3.97664,-3.97664
4914,kill,v,-5.46496,-3.897798656
4915,kill_off,v,0.31712,0.31712
4916,killer,n,-3.752728064,-3.752728064
4917,killer_whale,n,0.673997517,0.673997517
4918,killing,n,0.499323494,0.499323494
4919,kind,a,2.48832,2.48832
4920,kindness,n,2.48832,2.48832
4921,kinship,n,-0.31712,-0.31712
4922,kip_down,v,0.31712,0.31712
4923,kiss,n,2.48832,2.48832
4925,knave,n,0.63424,0.63424
4926,knickknack,n,-0.232417792,-0.232417792
4927,knickknackery,n,0.218220646,0.218220646
4928,knife,v,-3.97664,-3.97664
4929,knightliness,n,-0.31712,-0.31712
4930,knock,n,-3.752728064,-3.752728064
4931,knock_down,v,0.95136,0.95136
4932,knock_off,v,1.26848,1.26848
4933,knock_over,v,0.63424,0.63424
4934,knocking,n,0.673997517,0.673997517
4935,knockout,n,-0.63424,-0.63424
4936,knottiness,n,0.31712,0.31712
4937,know_apart,v,0.31712,0.31712
4938,knowing,a,-0.232417792,-0.232417792
4939,knowingness,n,-0.63424,-0.63424
4940,knowledge,n,2.48832,2.48832
4941,knowledgeable,a,0.218220646,0.218220646
4942,knuckle_under,v,0.31712,0.31712
4943,knucklehead,n,0.31712,0.31712
4944,kotow,v,0.14311424,0.14311424
4945,kowtow,v,0.232417792,0.232417792
4946,kudos,n,-0.31712,-0.31712
4947,kvetch,v,1.178089779,1.178089779
4948,labor_union,n,-0.31712,-0.31712
4950,labour,v,0.95136,0.63424
4951,lace,v,-0.232417792,-0.232417792
4952,lace_up,v,0.218220646,0.218220646
4953,lack,n,-3.97664,-3.97664
4955,lactate,v,-0.31712,-0.31712
4956,lag,v,-6.95328,-6.95328
4957,laissez_passer,n,0.31712,0.31712
4958,lallygag,v,0.31712,0.31712
4959,lam,v,0.31712,0.31712
4960,lambast,v,1.126596096,1.126596096
4961,lambaste,v,0.042591437,0.042591437
4962,lambency,n,-0.31712,-0.31712
4963,lame,v,0.31712,0.31712
4964,lament,v,-3.97664,-3.97664
4965,lamenter,n,0.31712,0.31712
4966,lampoon,n,0.31712,0.31712
4967,languish,v,-6.95328,-6.95328
4968,lap,n,0.232417792,0.232417792
4969,lap_covering,n,-0.218220646,-0.218220646
4970,lapse,n,-3.752728064,-1.559244032
4972,lapsing,n,0.673997517,0.673997517
4973,larceny,n,0.31712,0.31712
4974,lard,v,-0.31712,-0.31712
4975,large-minded,a,-0.31712,-0.31712
4976,large_number,n,-0.31712,-0.31712
4977,lark,v,-0.375532032,-0.375532032
4978,lark_about,v,-0.014197146,-0.014197146
4979,larrup,v,0.31712,0.31712
4980,lash,v,0.375532032,0.375532032
4981,lash_out,v,0.95136,0.95136
4982,last,n,0.31712,0.31712
4983,lastingness,n,-0.31712,-0.31712
4984,latent_hostility,n,0.31712,0.31712
4985,lateralisation,n,-0.039698121,-0.039698121
4986,laterality,n,-0.183756653,-0.183756653
4987,lateralization,n,0.236097592,0.236097592
4988,lather,v,0.014197146,0.014197146
4989,laud,v,-0.95136,-0.95136
4990,laudably,r,-0.31712,-0.31712
4991,laugh,n,7.461513216,7.461513216
4992,laugh_at,v,0.31712,0.31712
4993,laugher,n,0.31712,0.31712
4994,laughter,n,7.753815859,7.753815859
4995,laurel,n,-0.14311424,-0.14311424
4996,laurel_wreath,n,-0.232417792,-0.232417792
4997,laurels,n,-0.331317146,-0.331317146
4998,lavishness,n,-0.63424,-0.63424
4999,law,n,2.48832,2.48832
5000,law-breaking,n,0.31712,0.31712
5001,law_of_nature,n,-0.31712,-0.31712
5002,lawful,a,-0.187352704,-0.187352704
5003,lawlessness,n,0.31712,0.31712
5004,lax,a,-0.3045248,-0.3045248
5005,lay,v,-2.48832,-2.48832
5006,lay_aside,v,-0.31712,-0.31712
5007,lay_away,v,0.31712,0.31712
5008,lay_down,v,-0.63424,-0.63424
5009,lay_off,v,0.31712,0.31712
5010,lay_to_rest,v,0.31712,0.31712
5011,lay_waste_to,v,0.95136,0.95136
5012,layabout,n,0.31712,0.31712
5013,laying_waste,n,0.31712,0.31712
5014,lazily,r,-2.48832,-2.48832
5015,laziness,n,0.31712,0.31712
5016,lead_astray,v,0.697253376,0.697253376
5017,lead_off,v,-0.654661939,-0.654661939
5018,lead_on,v,0.31712,0.31712
5020,leak,v,-2.330637312,-0.9572672
5021,leak_out,v,0.499323494,0.499323494
5022,leakage,n,-2.24741673,-2.24741673
5023,lean,a,0.31712,0.31712
5024,lean_back,v,-0.31712,-0.31712
5025,learner,n,2.48832,2.48832
5026,lease,v,0.31712,0.31712
5027,leave_off,v,1.323521024,1.323521024
5028,leave_office,v,0.31712,0.31712
5029,leave_out,v,0.958065459,0.958065459
5030,lecherousness,n,-0.31712,-0.31712
5031,leech,n,0.31712,0.31712
5032,leeway,n,-0.63424,-0.63424
5033,legal_injury,n,0.31712,0.31712
5034,legal_philosophy,n,-0.31712,-0.31712
5035,legerdemain,n,0.63424,0.63424
5036,legerity,n,-0.31712,-0.31712
5037,legitimacy,n,3.97664,3.97664
5038,legitimate,a,0.200999186,0.200999186
5039,leisure,n,2.330637312,2.330637312
5040,leisure_time,n,-0.499323494,-0.499323494
5041,lend_oneself,v,-0.31712,-0.31712
5042,length_of_service,n,-0.31712,-0.31712
5043,lenience,n,-0.375532032,-0.375532032
5044,leniency,n,-0.014197146,-0.014197146
5045,lenify,v,-0.31712,-0.31712
5046,lese_majesty,n,0.31712,0.31712
5047,lesion,n,0.31712,0.31712
5048,lessening,n,0.31712,0.31712
5049,let,v,-1.0,-1.0
5050,let_down,v,0.31712,0.31712
5051,let_in,v,-0.31712,-0.31712
5052,let_loose,v,0.095311872,0.095311872
5053,let_on,v,0.729551872,0.729551872
5054,let_out,v,-0.053138637,-0.053138637
5055,let_the_cat_out_of_the_bag,v,0.31712,0.31712
5056,let_up,v,0.31712,0.31712
5057,letdown,n,0.31712,0.31712
5058,letup,n,0.31712,0.31712
5059,level,a,-0.31712,-0.31712
5060,lever,v,0.31712,0.31712
5061,levy,v,0.31712,0.31712
5062,liabilities,n,0.51232,0.51232
5063,liability,n,-3.97664,-3.97664
5064,liaise,v,-0.95136,-0.95136
5065,liaison,n,-0.95136,-0.95136
5066,liar,n,-2.48832,-2.48832
5067,libeler,n,0.31712,0.31712
5069,liberal,n,2.330637312,2.277350656
5070,liberalisation,n,-0.31712,-0.31712
5071,liberalism,n,2.48832,2.48832
5072,liberalist,n,-0.499323494,-0.499323494
5073,liberalization,n,-0.31712,-0.31712
5074,liberate,v,3.97664,3.97664
5075,liberty,n,3.97664,3.97664
5076,liberty_chit,n,0.31712,0.31712
5077,licentiousness,n,0.31712,0.31712
5078,licit,a,0.051480636,0.051480636
5079,licking,n,0.31712,0.31712
5081,lie,v,-3.548905984,-3.018612992
5082,lie_down,v,0.673780429,0.673780429
5083,lie_in,v,0.673780429,0.673780429
5084,lie_in_wait,v,0.63424,0.63424
5085,lie_with,v,0.31712,0.31712
5086,life_force,n,-0.31712,-0.31712
5087,lifelessly,r,0.31712,0.31712
5088,lifelike,a,-0.31712,-0.31712
5089,lift,n,0.31712,0.31712
5090,light,n,3.048323584,3.048323584
5091,light_source,n,-0.707173069,-0.707173069
5092,light_up,v,-0.31712,-0.31712
5093,light_upon,v,-0.31712,-0.31712
5094,lighter,n,-0.707173069,-0.707173069
5095,lightheartedness,n,0.145349837,0.145349837
5096,lighthouse,n,-0.31712,-0.31712
5097,lighting,n,-0.707173069,-0.707173069
5098,lightness,n,-1.196063232,-1.196063232
5099,lightsomeness,n,0.525545636,0.525545636
5101,like,v,5.46496,3.97664
5102,likeness,n,-0.31712,-0.31712
5103,likewise,r,0.31712,0.31712
5104,lilliputian,a,0.14311424,0.14311424
5105,limelight,n,0.31712,0.31712
5106,limit,v,-5.46496,-5.46496
5107,limitation,n,-3.97664,-3.97664
5108,limp,v,0.31712,0.31712
5109,limpidity,n,-0.31712,-0.31712
5110,linchpin,n,-0.31712,-0.31712
5111,linger,v,0.63424,0.63424
5112,link_up,v,-0.63424,-0.63424
5113,links,n,-0.31712,-0.31712
5114,lionise,v,-0.375532032,-0.375532032
5115,lionize,v,-0.014197146,-0.014197146
5116,lip_service,n,0.31712,0.31712
5117,liquid_body_substance,n,-0.31712,-0.31712
5118,liquidate,v,-5.46496,-5.46496
5119,liquidation,n,-5.46496,-5.46496
5120,literal,a,-0.31712,-0.31712
5121,literary_hack,n,0.31712,0.31712
5122,litter,n,-2.48832,-2.48832
5123,little,a,0.232417792,0.232417792
5124,little_terror,n,0.31712,0.31712
5125,littler,a,0.014197146,0.014197146
5126,live,v,5.083365376,5.083365376
5127,live_on,v,-1.173321011,-1.173321011
5128,live_up_to,v,-0.63424,-0.63424
5129,live_with,v,-0.31712,-0.31712
5130,living,n,-0.31712,-0.31712
5131,loading,n,0.31712,0.31712
5132,loads,n,0.06208,0.06208
5133,loaf,v,0.339413413,0.339413413
5134,loafer,n,0.31712,0.31712
5135,loafing,n,0.31712,0.31712
5136,loathe,v,0.31712,0.31712
5137,loathsomeness,n,0.31712,0.31712
5138,localisation,n,0.130052057,0.130052057
5139,localisation_of_function,n,-0.291692803,-0.291692803
5140,localisation_principle,n,-0.06484765,-0.06484765
5141,localization,n,0.211885924,0.211885924
5142,localization_of_function,n,-0.175009013,-0.175009013
5143,localization_principle,n,0.034314453,0.034314453
5144,locating,n,-0.063812511,-0.063812511
5145,locoweed,n,0.63424,0.63424
5146,loftiness,n,-0.31712,-0.31712
5147,log,v,0.14311424,0.14311424
5148,loggerhead,n,0.232417792,0.232417792
5149,loggerhead_turtle,n,-0.218220646,-0.218220646
5150,logic,n,2.48832,2.48832
5151,logical,a,-0.144057232,-0.144057232
5152,logical_system,n,-0.31712,-0.31712
5153,loiter,v,0.276784484,0.276784484
5154,loll,v,-0.139312764,-0.139312764
5155,loll_around,v,-0.294460482,-0.294460482
5156,lollipop,n,0.232417792,0.232417792
5157,lolly,n,-0.218220646,-0.218220646
5158,lollygag,v,0.172117944,0.172117944
5159,lone_hand,n,0.465825203,0.465825203
5160,lone_wolf,n,0.104258949,0.104258949
5161,loneliness,n,-3.752728064,-3.752728064
5162,loner,n,-2.081661505,-2.081661505
5163,lonesomeness,n,0.673997517,0.673997517
5164,longanimity,n,-0.31712,-0.31712
5165,longevity,n,2.48832,2.48832
5166,look_across,v,0.382960305,0.382960305
5167,look_at,v,-0.31712,-0.31712
5168,look_out_on,v,-0.012642818,-0.012642818
5169,look_out_over,v,-0.089510496,-0.089510496
5170,look_up,v,-0.31712,-0.31712
5171,look_up_to,v,-0.31712,-0.31712
5172,looker,n,-0.63424,-0.63424
5173,loom,v,-3.97664,-3.97664
5174,loose,a,-0.63559424,-0.407100672
5176,loosen,v,0.901276877,0.901276877
5177,loosening,n,-0.31712,-0.31712
5178,loot,n,-0.31712,-0.31712
5179,looting,n,0.31712,0.31712
5180,lose,v,-6.95328,-6.95328
5181,loser,n,-3.97664,-3.97664
5182,losings,n,0.150870016,0.150870016
5183,loss,n,-3.97664,-3.97664
5184,losses,n,0.575789773,0.575789773
5185,lot,v,0.31712,0.31712
5186,loudness,n,0.31712,0.31712
5187,lounge,v,0.19207082,0.19207082
5188,lounge_about,v,0.006477706,0.006477706
5189,lounge_around,v,0.097860756,0.097860756
5190,lour,v,0.31712,0.31712
5191,louse_up,v,1.5856,1.5856
5192,lousiness,n,0.31712,0.31712
5193,love_affair,n,-0.31712,-0.31712
5194,love_child,n,0.31712,0.31712
5195,love_story,n,-0.31712,-0.31712
5196,loveliness,n,3.97664,3.97664
5197,lover,n,2.48832,2.48832
5198,lovesome,a,-0.31712,-0.31712
5199,lovingness,n,-0.63424,-0.63424
5201,low,r,-2.48832,-1.127951104
5202,low-down,n,0.31712,0.31712
5203,low_gear,n,-0.218220646,-0.218220646
5204,low_quality,n,0.31712,0.31712
5205,low_temperature,n,0.31712,0.31712
5206,lower_rank,n,0.375532032,0.375532032
5207,lower_status,n,0.014197146,0.014197146
5208,lowlife,n,0.63424,0.63424
5209,loyalty,n,6.95328,6.95328
5210,lucidity,n,-0.375532032,-0.375532032
5211,lucidness,n,-0.014197146,-0.014197146
5212,luck,n,1.0,1.0
5213,luckily,r,2.48832,2.48832
5214,lucre,n,-0.31712,-0.31712
5215,lucubrate,v,-0.31712,-0.31712
5216,lug,v,0.31712,0.31712
5217,lugubriousness,n,0.31712,0.31712
5218,lull,n,-2.48832,-1.40272
5220,lulu,n,-0.63424,-0.63424
5221,lumber,v,0.232417792,0.232417792
5222,luminance,n,-0.63424,-0.63424
5223,luminosity,n,-0.751064064,-0.751064064
5224,luminousness,n,-0.028394291,-0.028394291
5225,lummox,n,-0.14311424,-0.14311424
5226,lump,n,-0.232417792,-0.232417792
5227,lunacy,n,0.31712,0.31712
5228,lunatic,n,-3.97664,-3.97664
5229,lunkhead,n,0.31712,0.31712
5230,lurch,v,0.63424,0.63424
5231,lure,v,-1.0,-1.0
5232,lurk,v,-4.463774085,-4.463774085
5233,lust,n,2.189033472,1.411636736
5235,luster,n,3.661274624,3.661274624
5236,lustfulness,n,-0.50430935,-0.50430935
5237,lustiness,n,-0.31712,-0.31712
5238,lustre,n,-0.998646989,-0.998646989
5239,lusus_naturae,n,0.63424,0.63424
5240,luxuria,n,-0.50430935,-0.50430935
5241,luxuriate,v,0.31712,0.31712
5242,luxuriousness,n,-0.416102912,-0.416102912
5243,luxury,n,2.24741673,2.24741673
5244,lying,n,-3.97664,-3.97664
5245,lying-in,n,0.31712,0.31712
5246,lying_in_wait,n,0.63424,0.63424
5247,lynchpin,n,-0.31712,-0.31712
5248,lyric,n,2.330637312,2.330637312
5249,lyric_poem,n,-0.499323494,-0.499323494
5250,lyssa,n,0.31712,0.31712
5251,macerate,v,0.31712,0.31712
5252,machinate,v,-0.31712,-0.31712
5253,machinator,n,0.31712,0.31712
5254,machine_politician,n,0.31712,0.31712
5255,macho-man,n,-0.31712,-0.31712
5256,maculate,v,0.63424,0.63424
5257,madcap,n,0.31712,0.31712
5258,madly,r,0.63424,0.63424
5259,madman,n,-3.97664,-3.97664
5260,madness,n,-8.4416,-8.4416
5261,magic_spell,n,-0.375532032,-0.375532032
5262,magic_trick,n,0.63424,0.63424
5263,magical_spell,n,-0.014197146,-0.014197146
5264,magnanimousness,n,-0.63424,-0.63424
5265,magnet,n,-0.31712,-0.31712
5266,magnification,n,0.31712,0.31712
5267,magnificence,n,8.4416,8.4416
5268,mainly,r,-0.31712,-0.31712
5269,mainsheet,n,0.31712,0.31712
5270,mainstay,n,-0.31712,-0.31712
5271,majesty,n,2.48832,2.48832
