,Word,Tag,Score
89960,hurting,n,0.31712
89963,husband,v,-0.63424
89979,husk,v,0.31712
89992,hustle,v,-2.48832
89993,hustler,n,-2.48832
90147,hydrophobia,n,0.31712
90187,hygiene,n,2.330637312
90191,hygienics,n,-0.499323494
90247,hyperbole,n,0.31712
90251,hyperbolise,v,-0.375532032
90252,hyperbolize,v,-0.014197146
90406,hypocrisy,n,-2.48832
90407,hypocrite,n,-2.48832
90513,hysteria,n,-6.596909568
90517,hysterical_neurosis,n,1.023345562
90526,i,n,-0.31712
90633,iciness,n,0.31712
90661,ideal,a,2.330637312
90662,ideal,n,3.97664
90668,idealism,n,2.48832
90670,idealistic,a,-0.499323494
90730,idiosyncrasy,n,0.31712
90732,idiot,n,-2.48832
90738,idle,a,0.31712
90745,idleness,n,-2.330637312
90746,idler,n,0.31712
90748,idling,n,0.499323494
90749,idly,r,0.31712
90751,idol,n,3.97664
90752,idol_worship,n,-0.14311424
90758,idolatry,n,-0.232417792
90760,idolise,v,-0.832205824
90764,idolize,v,3.494833459
90783,igniter,n,-0.375532032
90792,ignitor,n,-0.014197146
90800,ignominy,n,0.63424
90802,ignorance,n,-2.48832
90835,ilk,n,-0.31712
90836,ill,a,-3.661274624
90837,ill,n,-5.46496
90838,ill,r,-5.46496
90871,ill-timed,a,0.31712
90872,ill-treat,v,0.375532032
90874,ill-treatment,n,0.375532032
90875,ill-usage,n,0.014197146
90876,ill-use,v,0.014197146
90879,ill_fame,n,-0.31712
90883,ill_luck,n,0.31712
90888,ill_will,n,0.31712
90889,illation,n,-0.31712
90894,illegality,n,-2.48832
90900,illegitimacy,n,0.31712
90902,illegitimate,n,0.375532032
90903,illegitimate_child,n,0.014197146
90917,illness,n,-5.46496
90923,illume,v,-0.565650638
90926,illuminate,v,3.471002379
90931,illumine,v,-0.291261093
90935,illusionist,n,-0.31712
90944,illustriousness,n,-0.31712
90950,image,v,-0.31712
90965,imagination,n,3.548905984
90970,imaginativeness,n,-0.673780429
90972,imaging,n,-0.673780429
90978,imbalance,n,0.31712
90982,imbecile,n,0.31712
90984,imbecility,n,0.63424
91014,immaterial,a,-0.15554304
91020,immatureness,n,0.14311424
91021,immaturity,n,0.232417792
91036,immenseness,n,-0.751064064
91037,immensity,n,-0.028394291
91039,immerse,v,0.63424
91040,immersion,n,-0.31712
91058,immobilise,v,0.751064064
91059,immobility,n,-3.97664
91061,immobilize,v,0.028394291
91065,immoderateness,n,0.14311424
91066,immoderation,n,0.232417792
91069,immodesty,n,0.31712
91073,immorality,n,-6.95328
91076,immortal,n,-0.31712
91077,immortalise,v,-0.375532032
91079,immortalize,v,-0.014197146
91146,immure,v,1.397475609
91147,immurement,n,0.31712
91153,imp,n,0.31712
91161,impair,v,-5.46496
91164,impairment,n,0.95136
91174,impart,v,-0.63424
91177,impartiality,n,2.48832
91181,impasse,n,-6.95328
91185,impassiveness,n,0.375532032
91186,impassivity,n,0.014197146
91188,impatience,n,-5.46496
91189,impatient,a,0.31712
91191,impeach,v,0.31712
91201,impede,v,-6.95328
91203,impediment,n,-7.92754688
91204,impedimenta,n,1.522669056
91232,imperfect,a,0.31712
91237,imperfection,n,0.232417792
91241,imperfectness,n,-0.218220646
91258,imperil,v,0.95136
91281,impertinence,n,0.63424
91282,impertinent,a,-0.290336768
91284,imperturbability,n,0.375532032
91286,imperturbableness,n,0.014197146
91296,impetus,n,2.48832
91297,impiety,n,0.232417792
91298,impinge,v,0.31712
91299,impinge_on,v,-0.31712
91300,impingement,n,0.31712
91301,impinging,n,-0.31712
91304,impiousness,n,-0.218220646
91323,implicate,v,-2.48832
91334,implode,v,-0.31712
91335,implore,v,-3.97664
91347,import,n,-0.162626048
91352,importance,n,2.48832
91357,importation,n,0.151883776
91359,importee,n,0.185778074
91361,importing,n,-0.120053965
91366,impose,v,-5.46496
91378,imposter,n,0.31712
91385,impound,v,1.26848
91388,impoverish,v,0.63424
91390,impoverishment,n,0.31712
91398,imprecate,v,0.63424
91402,impreciseness,n,0.14311424
91403,imprecision,n,0.232417792
91405,impregnable,a,-0.31712
91411,impress,v,2.330637312
91422,impressiveness,n,-0.63424
91425,imprint,n,0.31712
91426,imprint,v,-0.499323494
91428,imprison,v,-4.307539886
91430,imprisonment,n,-2.330637312
91438,improper,a,0.31712
91441,improperness,n,-0.14311424
91442,impropriety,n,-0.232417792
91444,improve,v,3.97664
91446,improvement,n,5.46496
91448,improvidence,n,0.31712
91460,impudence,n,0.63424
91461,impudent,a,-0.051578982
91465,impuissance,n,0.31712
91471,impulsion,n,-0.31712
91475,impunity,n,2.48832
91477,impureness,n,0.507556352
91478,impurity,n,-3.669507482
91502,in_a_flash,r,-0.31712
91559,in_good_order,r,-0.31712
91635,in_the_beginning,r,-0.14311424
91638,in_the_first_place,r,-0.232417792
91645,in_the_main,r,-0.31712
91676,inability,n,-3.97664
91680,inaccuracy,n,-2.48832
91690,inadequate,a,0.31712
91695,inadvertence,n,0.232417792
91696,inadvertency,n,-0.218220646
91738,inaugural,n,-0.3336192
91739,inaugural_address,n,0.22155264
91741,inaugurate,v,2.48832
91742,inauguration,n,2.25570816
91743,inauspicious,a,0.998646989
91762,incapability,n,0.232417792
91764,incapableness,n,-0.218220646
91765,incapacitate,v,0.31712
91769,incarcerate,v,0.375332216
91770,incarceration,n,0.499323494
91773,incarnate,v,-0.31712
91787,incense,v,0.832205824
91799,incertitude,n,0.31712
91816,incident,a,0.14311424
91818,incidental,a,0.232417792
91824,incinerate,v,0.31712
91839,incitation,n,0.375532032
91840,incite,v,-0.31712
91841,incitement,n,0.014197146
91845,inclemency,n,0.464835584
91847,inclementness,n,-0.436441293
91862,inclusion,n,-0.464835584
91863,inclusion_body,n,0.436441293
91888,incommode,v,0.375532032
91897,incompatibility,n,-6.337887744
91900,incompetence,n,-3.752728064
91901,incompetency,n,0.673997517
91911,incompleteness,n,0.31712
91941,inconsistency,n,-8.405465293
91948,inconstancy,n,0.31712
91955,incontrovertibility,n,-0.751064064
91957,incontrovertibleness,n,-0.028394291
91960,inconvenience,v,0.014197146
91961,inconvenience_oneself,v,0.31712
91972,incorporeal,a,0.090521088
91974,incorrect,a,0.31712
91989,incredibility,n,0.232417792
91991,incredibleness,n,-0.218220646
91993,incredulity,n,0.31712
91999,incriminate,v,0.232417792
92002,incrimination,n,0.375532032
92006,incubate,v,0.31712
92010,incubus,n,0.31712
92011,inculcate,v,-0.046049501
92016,inculpate,v,-0.218220646
92017,inculpation,n,0.014197146
92024,incumbrance,n,0.95136
92045,indebtedness,n,0.31712
92046,indecency,n,0.31712
92057,indecorousness,n,-0.28622848
92058,indecorum,n,-0.464835584
92081,indemnify,v,-0.63424
92085,indent,v,0.232417792
92089,indenture,v,-0.218220646
92091,independence,n,2.330637312
92092,independency,n,-0.499323494
92142,indictment,n,-2.48832
92145,indifference,n,-3.97664
92149,indigence,n,0.31712
92162,indignation,n,-3.97664
92201,indispensability,n,3.752728064
92203,indispensableness,n,-0.673997517
92204,indispose,v,-0.31712
92212,indistinctness,n,-0.31712
92220,individualisation,n,-0.06074966
92223,individualism,n,-0.445024686
92228,individuality,n,2.097096741
92229,individualization,n,0.015263465
92234,individuation,n,-0.053193504
92251,indorse,v,-0.63424
92279,indue,v,-0.63424
92280,indulge,v,-0.31168
92281,indulgence,n,0.90854656
92284,indulging,n,-0.324649472
92328,inebriate,n,0.63424
92338,ineffectiveness,n,-6.605133831
92340,ineffectuality,n,1.752547356
92342,ineffectualness,n,-6.375651125
92345,inefficaciousness,n,0.14311424
92346,inefficacy,n,0.232417792
92347,inefficiency,n,-2.48832
92361,ineluctably,r,-0.159505531
92363,ineptitude,n,0.375532032
92365,ineptness,n,0.014197146
92366,inequality,n,-2.48832
92387,inescapably,r,-0.039698121
92389,inessential,n,0.31712
92397,inevitably,r,-0.183756653
92417,inexperience,n,0.31712
92439,infallibility,n,2.48832
92442,infamy,n,0.31712
92457,infantile_fixation,n,0.31712
92469,infect,v,-3.97664
92471,infection,n,-2.48832
92484,infer,v,5.46496
92485,inference,n,2.48832
92509,inferiority,n,-3.97664
92514,infernal_region,n,0.31712
92516,inferno,n,0.06208
92519,infest,v,-5.46496
92520,infestation,n,0.31712
92522,infidelity,n,0.31712
92526,infiltration,n,-2.48832
92545,inflame,v,-2.48832
92547,inflaming,n,-0.28622848
92550,inflammation,n,-0.464835584
92559,inflation,n,-2.48832
92577,inflict,v,-3.97664
92578,infliction,n,0.95136
92595,inform,v,2.48832
92622,informer,n,0.31712
92629,infract,v,1.5856
92630,infraction,n,-8.079640576
92651,infringe,v,0.63424
92652,infringement,n,-9.495568691
92656,infuriate,v,-3.494833459
92661,infuse,v,0.014781058
92669,ingeniousness,n,-0.416102912
92671,ingenuity,n,2.24741673
92674,ingenuousness,n,-0.599009792
92684,ingrain,v,-0.347602326
92693,ingratitude,n,-3.97664
92696,ingroup,n,0.375532032
92714,inhalant,n,-0.28622848
92715,inhalation,n,-0.464835584
92723,inhale,v,-0.690463232
92735,inherit,v,2.48832
92747,inhibit,v,-2.48832
92749,inhibition,n,-5.46496
92758,inhuman,a,0.364775936
92759,inhuman_treatment,n,0.31712
92765,inhume,v,0.31712
92773,iniquity,n,1.26848
92800,injunction,n,-2.48832
92801,injure,v,-5.46496
92803,injured_party,n,0.31712
92807,injury,n,-8.4416
92842,inmate,n,0.31712
92846,innate,a,-0.31712
92852,inner_circle,n,0.014197146
92861,innervation,n,0.31712
92865,innocence,n,5.091598234
92875,innovate,v,2.48832
92903,inordinateness,n,0.31712
92917,input,n,-0.232417792
92924,input_signal,n,0.218220646
92926,inquietude,n,0.31712
92948,insanely,r,0.31712
92949,insaneness,n,0.31712
92958,inscription,n,-0.31712
92965,insect_bite,n,0.31712
92976,insecure,a,0.31712
92979,insecurity,n,-2.48832
92982,insensate,a,-0.026569318
92989,insensitiveness,n,0.14311424
92990,insensitivity,n,0.232417792
92992,insentient,a,-0.05187326
93020,insight,n,2.48832
93030,insincerity,n,0.31712
93031,insinuate,v,-2.48832
93050,insolence,n,-3.97664
93073,inspiration,n,3.97664
93077,inspire,v,6.513688986
93086,instability,n,-3.97664
93087,instal,v,-0.31712
93109,instantaneously,r,-0.375532032
93113,instantly,r,-0.014197146
93123,instil,v,-0.030482326
93124,instill,v,0.075815219
93132,instinctive,a,-0.31712
93139,institutionalise,v,0.375532032
93141,institutionalize,v,0.014197146
93149,instruction_manual,n,-0.14311424
93151,instructions,n,-0.232417792
93180,insufficiency,n,-3.97664
93187,insularism,n,0.375532032
93188,insularity,n,0.014197146
93189,insulate,v,0.507556352
93200,insult,n,0.31712
93201,insult,v,-2.48832
93228,insurgent,n,0.607949824
93234,insurrectionist,n,-0.204023501
93240,intake,n,-0.63424
93263,integrity,n,3.97664
93268,intellect,n,7.461513216
93270,intellectual,a,2.48832
93271,intellectual,n,7.753815859
93277,intelligence,n,3.97664
93278,intelligence_activity,n,-0.375532032
93279,intelligence_agency,n,-0.375532032
93283,intelligence_information,n,-0.31712
93285,intelligence_operation,n,-0.014197146
93287,intelligence_service,n,-0.014197146
93295,intemperance,n,0.232417792
93297,intemperately,r,0.31712
93298,intemperateness,n,-0.218220646
93326,inter,v,0.31712
93327,inter-group_communication,n,-0.31712
93348,intercede,v,4.991911936
93352,intercept,v,0.31712
93355,intercession,n,0.31712
93367,intercommunicate,v,-0.31712
93393,interdict,v,0.95136
93398,interest,v,0.31168
93413,interfere,v,-1.0708992
93414,interference,n,-8.4416
93436,interject,v,-0.32256
93438,interlace,v,-0.14311424
93454,interlock,v,-0.232417792
93461,interloper,n,0.31712
93470,intermediate,v,-1.497970483
93484,intermission,n,0.63424
93485,intermit,v,0.31712
93566,internment,n,0.31712
93579,interpellation,n,0.159505531
93593,interpolation,n,0.039698121
93594,interpose,v,0.79405056
93595,interposition,n,0.183756653
93631,interrupt,v,-6.95328
93635,interruption,n,-5.46496
93672,intervention,n,-3.97664
93699,intimacy,n,6.95328
93702,intimate,n,-0.31712
93703,intimate,v,0.31712
93705,intimately,r,-0.31712
93707,intimidate,v,-2.48832
93725,intoxicate,v,-1.0
93794,intricacy,n,-0.31712
93798,intrigue,v,1.0
93809,introductory,a,-0.31712
93817,intromit,v,-0.31712
93831,intrude,v,-5.083365376
93832,intrude_on,v,0.599009792
93833,intruder,n,-2.48832
93835,intrusion,n,-5.46496
93856,inunct,v,-0.31712
93858,inundate,v,-2.48832
93860,inundation,n,0.63424
93865,invade,v,-5.091598234
93872,invalid,v,0.31712
93873,invalidate,v,0.95136
93897,inveigle,v,-0.31712
93902,inventiveness,n,-0.31712
93903,inventor,n,2.48832
93957,invidia,n,0.31712
93963,invigorate,v,-0.95136
93971,inviolable,a,-0.232417792
93972,inviolate,a,0.218220646
93978,invitation,n,2.48832
93982,invite,v,3.97664
93990,invoke,v,-0.31712
93994,involuntariness,n,0.31712
93999,involution,n,-0.31712
94072,ira,n,0.751064064
94077,ire,n,0.028394291
94099,irk,v,-2.48832
94102,iron,n,-2.48832
94154,irons,n,0.497664
94164,irony,n,-3.97664
94165,irradiate,v,-0.31712
94187,irregular,n,0.31712
94188,irregularity,n,-2.48832
94190,irrelevance,n,0.232417792
94191,irrelevancy,n,-0.218220646
94212,irresistible_impulse,n,0.31712
94219,irrespective,r,0.31712
94220,irresponsibility,n,0.232417792
94222,irresponsibleness,n,-0.218220646
94226,irreverence,n,0.63424
94242,irritability,n,0.31712
94247,irritate,v,0.95136
94251,irritation,n,-12.90656
94253,irrupt,v,1.173321011
94254,irruption,n,0.31712
94314,isolate,v,-3.669507482
94368,isotropy,n,-0.31712
94383,itch,v,0.31712
94437,jab,v,0.63424
94439,jabber,v,-0.31712
94506,jactitate,v,0.63424
94509,jade,n,0.157778432
94510,jade,v,0.63424
94512,jade_green,n,-0.18434775
94516,jadestone,n,-0.18434775
94534,jail,n,-2.330637312
94535,jail,v,-4.991911936
94543,jailhouse,n,0.499323494
94551,jam,n,0.697253376
94552,jam,v,1.3052032
94567,jamming,n,-0.654661939
94568,jampack,v,-0.85868544
94582,jape,n,-0.63424
94586,jar,v,-5.174818816
94597,jaundice,n,0.63424
94612,jaw,v,0.95136
94627,jazz,v,0.31712
94642,jeer,n,0.375532032
94643,jeer,v,-3.97664
94646,jeering,n,0.014197146
94679,jeopardise,v,1.339762176
94680,jeopardize,v,-6.164340941
94681,jeopardy,n,-5.46496
94686,jerk,n,-2.066182255
94687,jerk,v,-3.97664
94690,jerked_meat,n,0.572060748
94696,jerking,n,0.50375733
94700,jerky,n,0.118640914
94707,jest,n,-0.63424
94708,jest,v,5.719760384
94709,jest_at,v,0.31712
94710,jester,n,0.31712
94759,jib,v,0.232417792
94762,jibe,v,-0.218220646
94786,jimmy,v,0.31712
94802,jinx,n,0.232417792
94803,jinx,v,-0.31712
94811,jitteriness,n,0.31712
94838,jockey,v,0.31712
94844,jocoseness,n,-0.0422912
94845,jocosity,n,-0.09874432
94849,jocularity,n,-0.265824256
94851,jocundity,n,0.189918003
94859,jog,v,0.31712
94865,john,n,0.31712
94872,join_forces,v,-0.63424
94899,joke,n,2.261882061
94900,joke,v,6.663712461
94906,jollify,v,-0.31712
94911,jolly,r,3.97664
94912,jolly,v,-0.375532032
94913,jolly_along,v,-0.375532032
94915,jolly_up,v,-0.014197146
94916,jolt,n,0.607949824
94917,jolt,v,0.848671539
94921,jonah,n,-0.218220646
94929,josh,v,-0.014197146
94934,jostle,v,0.31712
94936,jot,n,0.232417792
94940,jotting,n,-0.218220646
94942,jounce,n,-0.204023501
94966,joy,n,4.932656503
94967,joy,v,-0.63424
94970,joyfulness,n,-0.891290951
94976,joyousness,n,-0.366465188
94981,jubilance,n,-0.542465836
94982,jubilancy,n,-0.027055303
94984,jubilantly,r,-0.31712
94985,jubilate,v,-0.95136
94986,jubilation,n,-0.094246158
94987,jubilee,n,2.48832
94995,judgement,n,-0.315556864
95003,judging,n,0.368695501
95021,judicial_decision,n,0.368695501
95033,judicious,a,-0.31712
95035,judiciousness,n,-0.31712
95038,jug,v,1.497970483
95074,jumbal,n,0.14311424
95076,jumble,n,0.232417792
95077,jumble,v,0.31712
95094,jump_for_joy,v,-0.31712
95106,jumpiness,n,0.31712
95124,junction,n,-0.31712
95159,junk,n,-2.48832
95170,junket,v,-0.232417792
95171,junketeer,v,0.218220646
95173,junkie,n,0.751064064
95174,junky,n,0.028394291
95186,jurisprudence,n,-0.31712
95189,jurist,n,-0.389779456
95204,just,a,2.48832
95205,just,r,2.330637312
95212,just_now,r,-0.499323494
95217,justice,n,2.104981914
95223,justification,n,2.48832
95229,justify,v,5.46496
95231,justness,n,-0.450925036
95232,jut,n,-0.232417792
95237,jutting,n,0.218220646
95245,juvenile_delinquency,n,0.31712
95366,katzenjammer,n,0.31712
95389,keel,v,0.31712
95399,keen,v,0.31712
95403,keenness,n,-0.31712
95408,keep_apart,v,0.63424
95410,keep_back,v,0.31712
95412,keep_down,v,0.63424
95416,keep_in_line,v,0.31712
95419,keep_off,v,0.31712
95430,keep_open,v,-0.31712
95431,keep_out,v,0.31712
95438,keep_up,v,-0.31712
95447,keister,n,0.31712
95457,ken,n,-0.31712
95504,kerfuffle,n,0.95136
95550,kettle_of_fish,n,0.95136
95556,key,v,-0.375532032
95559,key_out,v,-0.014197146
95581,keystone,n,-0.31712
95614,kibosh,v,0.31712
95615,kick,n,-0.90854656
95616,kick,v,-4.737939456
95620,kick_back,v,1.178089779
95621,kick_down,v,-0.14311424
95622,kick_downstairs,v,0.31712
95623,kick_in,v,-0.232417792
95625,kick_off,v,-0.31712
95627,kick_out,v,0.63424
95631,kick_the_bucket,v,1.5856
95634,kick_up,v,0.31712
95635,kick_upstairs,v,-0.63424
95638,kicking,n,0.324649472
95639,kickoff,n,-0.63424
95640,kickshaw,n,-0.63424
95644,kid,v,2.48832
95650,kidnap,v,-3.97664
95672,kill,n,-2.330637312
95673,kill,v,-5.46496
95674,kill_off,v,0.31712
95680,killer,n,-3.752728064
95684,killer_whale,n,0.673997517
95687,killing,n,0.499323494
95729,kind,a,2.48832
95746,kindness,n,2.48832
95824,kinship,n,-0.31712
95833,kip_down,v,0.31712
95844,kiss,n,2.48832
95845,kiss,v,2.48832
95929,knave,n,0.63424
95963,knickknack,n,-0.232417792
95964,knickknackery,n,0.218220646
95966,knife,v,-3.97664
95984,knightliness,n,-0.31712
96008,knock,n,-3.752728064
96019,knock_down,v,0.95136
96020,knock_off,v,1.26848
96023,knock_over,v,0.63424
96034,knocking,n,0.673997517
96037,knockout,n,-0.63424
96048,knottiness,n,0.31712
96057,know_apart,v,0.31712
96064,knowing,a,-0.232417792
96067,knowingness,n,-0.63424
96068,knowledge,n,2.48832
96072,knowledgeable,a,0.218220646
96080,knuckle_under,v,0.31712
96083,knucklehead,n,0.31712
96125,kotow,v,0.14311424
96130,kowtow,v,0.232417792
96150,kudos,n,-0.31712
96174,kvetch,v,1.178089779
96238,labor_union,n,-0.31712
96249,labour,n,0.31712
96250,labour,v,0.95136
96273,lace,v,-0.232417792
96279,lace_up,v,0.218220646
96306,lack,n,-3.97664
96307,lack,v,-3.97664
96341,lactate,v,-0.31712
96425,lag,v,-6.95328
96459,laissez_passer,n,0.31712
96478,lallygag,v,0.31712
96480,lam,v,0.31712
96494,lambast,v,1.126596096
96495,lambaste,v,0.042591437
96501,lambency,n,-0.31712
96512,lame,v,0.31712
96524,lament,v,-3.97664
96529,lamenter,n,0.31712
96561,lampoon,n,0.31712
96692,languish,v,-6.95328
96727,lap,n,0.232417792
96735,lap_covering,n,-0.218220646
96765,lapse,n,-3.752728064
96766,lapse,v,0.63424
96768,lapsing,n,0.673997517
96777,larceny,n,0.31712
96781,lard,v,-0.31712
96802,large-minded,a,-0.31712
96815,large_number,n,-0.31712
96847,lark,v,-0.375532032
96848,lark_about,v,-0.014197146
96851,larrup,v,0.31712
96885,lash,v,0.375532032
96888,lash_out,v,0.95136
96902,last,n,0.31712
96928,lastingness,n,-0.31712
96966,latent_hostility,n,0.31712
96988,lateralisation,n,-0.039698121
96989,laterality,n,-0.183756653
96990,lateralization,n,0.236097592
97003,lather,v,0.014197146
97030,laud,v,-0.95136
97034,laudably,r,-0.31712
97039,laugh,n,7.461513216
97041,laugh_at,v,0.31712
97050,laugher,n,0.31712
97059,laughter,n,7.753815859
97084,laurel,n,-0.14311424
97091,laurel_wreath,n,-0.232417792
97094,laurels,n,-0.331317146
97118,lavishness,n,-0.63424
97119,law,n,2.48832
97121,law-breaking,n,0.31712
97153,law_of_nature,n,-0.31712
97170,lawful,a,-0.187352704
97177,lawlessness,n,0.31712
97197,lax,a,-0.3045248
97206,lay,v,-2.48832
97209,lay_aside,v,-0.31712
97210,lay_away,v,0.31712
97212,lay_down,v,-0.63424
97218,lay_off,v,0.31712
97223,lay_to_rest,v,0.31712
97225,lay_waste_to,v,0.95136
97227,layabout,n,0.31712
97238,laying_waste,n,0.31712
97251,lazily,r,-2.48832
97252,laziness,n,0.31712
97278,lead_astray,v,0.697253376
97286,lead_off,v,-0.654661939
97287,lead_on,v,0.31712
97375,leak,n,0.416102912
97376,leak,v,-2.330637312
97378,leak_out,v,0.499323494
97379,leakage,n,-2.24741673
97385,lean,a,0.31712
97391,lean_back,v,-0.31712
97415,learner,n,2.48832
97424,lease,v,0.31712
97480,leave_off,v,1.323521024
97481,leave_office,v,0.31712
97482,leave_out,v,0.958065459
97498,lecherousness,n,-0.31712
97525,leech,n,0.31712
97541,leeway,n,-0.63424
97613,legal_injury,n,0.31712
97618,legal_philosophy,n,-0.31712
97652,legerdemain,n,0.63424
97653,legerity,n,-0.31712
97681,legitimacy,n,3.97664
97682,legitimate,a,0.200999186
97706,leisure,n,2.330637312
97707,leisure_time,n,-0.499323494
97760,lend_oneself,v,-0.31712
97767,length_of_service,n,-0.31712
97778,lenience,n,-0.375532032
97779,leniency,n,-0.014197146
97782,lenify,v,-0.31712
97877,lese_majesty,n,0.31712
97878,lesion,n,0.31712
97886,lessening,n,0.31712
97918,let,v,-1.0
97920,let_down,v,0.31712
97925,let_in,v,-0.31712
97927,let_loose,v,0.095311872
97929,let_on,v,0.729551872
97930,let_out,v,-0.053138637
97931,let_the_cat_out_of_the_bag,v,0.31712
97932,let_up,v,0.31712
97934,letdown,n,0.31712
97981,letup,n,0.31712
98010,level,a,-0.31712
98022,lever,v,0.31712
98044,levy,v,0.31712
98078,liabilities,n,0.51232
98079,liability,n,-3.97664
98082,liaise,v,-0.95136
98083,liaison,n,-0.95136
98085,liar,n,-2.48832
98090,libeler,n,0.31712
98093,liberal,a,2.224064
98094,liberal,n,2.330637312
98096,liberalisation,n,-0.31712
98098,liberalism,n,2.48832
98099,liberalist,n,-0.499323494
98102,liberalization,n,-0.31712
98106,liberate,v,3.97664
98115,liberty,n,3.97664
98117,liberty_chit,n,0.31712
98155,licentiousness,n,0.31712
98163,licit,a,0.051480636
98171,licking,n,0.31712
98182,lie,n,-2.48832
98183,lie,v,-3.548905984
98191,lie_down,v,0.673780429
98192,lie_in,v,0.673780429
98193,lie_in_wait,v,0.63424
98195,lie_with,v,0.31712
98238,life_force,n,-0.31712
98265,lifelessly,r,0.31712
98267,lifelike,a,-0.31712
98278,lift,n,0.31712
98299,light,n,3.048323584
98357,light_source,n,-0.707173069
98362,light_up,v,-0.31712
98363,light_upon,v,-0.31712
98372,lighter,n,-0.707173069
98381,lightheartedness,n,0.145349837
98382,lighthouse,n,-0.31712
98384,lighting,n,-0.707173069
98395,lightness,n,-1.196063232
98406,lightsomeness,n,0.525545636
98424,like,n,2.48832
98425,like,v,5.46496
98446,likeness,n,-0.31712
98448,likewise,r,0.31712
98465,lilliputian,a,0.14311424
98508,limelight,n,0.31712
98518,limit,v,-5.46496
98520,limitation,n,-3.97664
98548,limp,v,0.31712
98553,limpidity,n,-0.31712
98562,linchpin,n,-0.31712
98678,linger,v,0.63424
98723,link_up,v,-0.63424
98732,links,n,-0.31712
98766,lionise,v,-0.375532032
98767,lionize,v,-0.014197146
98780,lip_service,n,0.31712
98836,liquid_body_substance,n,-0.31712
98850,liquidate,v,-5.46496
98851,liquidation,n,-5.46496
98915,literal,a,-0.31712
98931,literary_hack,n,0.31712
98982,litter,n,-2.48832
98993,little,a,0.232417792
99027,little_terror,n,0.31712
99034,littler,a,0.014197146
99047,live,v,5.083365376
99060,live_on,v,-1.173321011
99065,live_up_to,v,-0.63424
99067,live_with,v,-0.31712
99109,living,n,-0.31712
99150,loading,n,0.31712
99154,loads,n,0.06208
99158,loaf,v,0.339413413
99161,loafer,n,0.31712
99162,loafing,n,0.31712
99183,loathe,v,0.31712
99188,loathsomeness,n,0.31712
99252,localisation,n,0.130052057
99253,localisation_of_function,n,-0.291692803
99254,localisation_principle,n,-0.06484765
99259,localization,n,0.211885924
99260,localization_of_function,n,-0.175009013
99261,localization_principle,n,0.034314453
99268,locating,n,-0.063812511
99317,locoweed,n,0.63424
99351,loftiness,n,-0.31712
99354,log,v,0.14311424
99373,loggerhead,n,0.232417792
99375,loggerhead_turtle,n,-0.218220646
99380,logic,n,2.48832
99388,logical,a,-0.144057232
99399,logical_system,n,-0.31712
99440,loiter,v,0.276784484
99443,loll,v,-0.139312764
99444,loll_around,v,-0.294460482
99445,lollipop,n,0.232417792
99449,lolly,n,-0.218220646
99450,lollygag,v,0.172117944
99455,lone_hand,n,0.465825203
99456,lone_wolf,n,0.104258949
99457,loneliness,n,-3.752728064
99459,loner,n,-2.081661505
99461,lonesomeness,n,0.673997517
99558,longanimity,n,-0.31712
99570,longevity,n,2.48832
99611,look_across,v,0.382960305
99614,look_at,v,-0.31712
99625,look_out_on,v,-0.012642818
99626,look_out_over,v,-0.089510496
99629,look_up,v,-0.31712
99630,look_up_to,v,-0.31712
99634,looker,n,-0.63424
99648,loom,v,-3.97664
99668,loose,a,-0.63559424
99670,loose,v,-0.178607104
99684,loosen,v,0.901276877
99689,loosening,n,-0.31712
99692,loot,n,-0.31712
99696,looting,n,0.31712
99731,lose,v,-6.95328
99737,loser,n,-3.97664
99739,losings,n,0.150870016
99740,loss,n,-3.97664
99744,losses,n,0.575789773
99752,lot,v,0.31712
99781,loudness,n,0.31712
99788,lounge,v,0.19207082
99789,lounge_about,v,0.006477706
99790,lounge_around,v,0.097860756
99803,lour,v,0.31712
99806,louse_up,v,1.5856
99807,lousiness,n,0.31712
99830,love_affair,n,-0.31712
99833,love_child,n,0.31712
99845,love_story,n,-0.31712
99853,loveliness,n,3.97664
99858,lover,n,2.48832
99866,lovesome,a,-0.31712
99871,lovingness,n,-0.63424
99873,low,n,0.232417792
99874,low,r,-2.48832
99893,low-down,n,0.31712
99935,low_gear,n,-0.218220646
99939,low_quality,n,0.31712
99943,low_temperature,n,0.31712
99974,lower_rank,n,0.375532032
99978,lower_status,n,0.014197146
99995,lowlife,n,0.63424
100006,loyalty,n,6.95328
100031,lucidity,n,-0.375532032
100033,lucidness,n,-0.014197146
100038,luck,n,1.0
100043,luckily,r,2.48832
100050,lucre,n,-0.31712
100051,lucubrate,v,-0.31712
100064,lug,v,0.31712
100081,lugubriousness,n,0.31712
100086,lull,n,-2.48832
100087,lull,v,-0.31712
100089,lulu,n,-0.63424
100100,lumber,v,0.232417792
100114,luminance,n,-0.63424
100121,luminosity,n,-0.751064064
100127,luminousness,n,-0.028394291
100129,lummox,n,-0.14311424
100130,lump,n,-0.232417792
100144,lunacy,n,0.31712
100160,lunatic,n,-3.97664
100192,lunkhead,n,0.31712
100202,lurch,v,0.63424
100205,lure,v,-1.0
100209,lurk,v,-4.463774085
100218,lust,n,2.189033472
100219,lust,v,0.63424
100222,luster,n,3.661274624
100228,lustfulness,n,-0.50430935
100230,lustiness,n,-0.31712
100232,lustre,n,-0.998646989
100238,lusus_naturae,n,0.63424
100258,luxuria,n,-0.50430935
